year,month,state,customers,price,revenue,sales
2013,12,Nevada,1263436,8.93,244.89846,2741.57397
2013,12,New Hampshire,712927,14.71,140.54074,955.44744
2013,12,New Jersey,3964277,13.28,802.87626,6045.97676
2013,12,New Mexico,1014759,8.8,168.74491,1917.94131
2013,12,Hawaii,484934,33.1,268.10645,810.00989
2013,12,Idaho,816573,7.85,165.87088,2113.35157
2013,12,Illinois,5736572,7.91,985.17254,12456.54955
2013,12,District of Columbia,264384,11.83,108.35446,916.05642
2013,12,Pennsylvania,5994832,9.95,1286.86234,12939.06872
2013,12,Rhode Island,497926,17.97,118.0133,656.60928
2013,12,Arkansas,1561975,7.67,297.25305,3876.67567
2013,12,California,15337951,13.23,2824.72507,21343.08239
2013,12,Colorado,2549988,9.51,433.7902,4560.13465
2013,12,Indiana,3153180,8.7,811.03358,9319.72365
2013,12,Iowa,1576853,7.72,325.93524,4224.44349
2013,12,Kansas,1477247,9.33,317.33368,3399.55673
2013,12,Minnesota,2628914,9.15,562.07125,6139.72171
2013,12,Mississippi,1500236,9.08,362.53125,3991.1614
2013,12,U.S. Total,147186983,9.86,31214.81826,316474.53483
2013,12,Ohio,5518731,9.05,1176.44512,12996.06152
2013,12,Oklahoma,1993087,7.21,382.25033,5299.94132
2013,12,Oregon,1914552,8.66,413.63606,4778.5595
2013,12,South Carolina,2521655,9.51,602.15643,6330.08866
2013,12,South Dakota,455382,8.58,100.23822,1167.82751
2013,12,Tennessee,3216833,9.0,741.48671,8238.46794
2013,12,Texas,11494286,8.67,2679.57774,30908.04614
2013,12,Utah,1113930,7.7,206.99264,2689.89811
2013,12,Vermont,363823,14.79,74.7751,505.57544
2013,12,Georgia,4696600,9.27,999.83697,10790.75711
2013,12,Alabama,2533729,8.67,643.29242,7421.22556
2013,12,Alaska,328186,17.21,103.67788,602.36499
2013,12,Arizona,2976088,9.37,521.91981,5570.10086
2013,12,New York,8089526,14.74,1828.31184,12405.86998
2013,12,Virginia,3716731,8.85,869.15469,9823.11812
2013,12,Washington,3268588,7.33,656.05798,8950.08561
2013,12,West Virginia,1017037,7.7,217.46175,2824.13593
2013,12,Wisconsin,2977012,10.08,620.03772,6153.97604
2013,12,Wyoming,332268,7.7,116.73834,1515.79159
2013,12,New England,7111853,16.02,1676.18816,10465.07801
2013,12,Kentucky,2246303,7.93,530.72345,6693.92108
2013,12,Louisiana,2318034,7.62,527.80496,6930.12317
2013,12,Maine,798257,12.65,136.25423,1077.28052
2013,12,North Carolina,4957394,9.3,1033.03175,11102.9027
2013,12,North Dakota,426705,8.04,136.03739,1692.23869
2013,12,Middle Atlantic,18048635,12.48,3918.05044,31390.91545
2014,1,New York,8103587,16.57,2156.6735,13016.99908
2014,1,North Carolina,4933999,9.13,1175.57694,12873.07677
2014,1,U.S. Total,146660730,10.12,34538.95701,341238.27229
2014,1,Mississippi,1495231,9.11,400.41474,4395.37343
2014,1,Missouri,3102749,8.01,658.64042,8224.669
2014,1,Montana,589605,8.59,117.87176,1371.76471
2014,1,Nebraska,1019752,8.01,224.87145,2807.1412
2014,1,Nevada,1265586,9.11,240.43843,2639.50669
2014,1,New Hampshire,713823,15.4,158.54715,1029.49369
2014,1,New Jersey,3969943,14.36,944.52374,6578.78234
2014,1,New Mexico,1014639,8.98,173.69493,1935.26034
2014,1,West South Central,17456043,8.28,4221.87036,50958.52626
2014,1,Mountain,10686051,8.77,1949.15328,22225.3444
2014,1,Oregon,1915589,8.7,394.27501,4529.65054
2014,1,Pennsylvania,5997460,10.82,1556.44515,14385.58467
2014,1,Rhode Island,497881,15.74,110.70524,703.48217
2014,1,North Dakota,430090,7.54,134.91215,1790.01022
2014,1,Ohio,5524967,9.36,1362.55434,14552.91437
2014,1,Oklahoma,1991339,7.36,393.41203,5341.88242
2014,1,South Dakota,455376,8.54,105.0565,1229.74252
2014,1,Tennessee,3216181,9.13,871.37074,9549.17617
2014,1,Texas,11617147,8.75,2929.6484,33491.40461
2014,1,Michigan,4813106,10.93,1019.52928,9327.522
2014,1,Minnesota,2632147,9.26,588.10605,6352.76742
2014,1,South Carolina,2493733,9.8,749.02676,7643.65525
2014,1,Georgia,4672847,10.14,1300.15578,12826.59799
2014,1,East North Central,22217157,9.53,5120.20684,53747.08387
2014,1,West North Central,10686683,8.43,2393.84146,28401.0746
2014,1,Alabama,2523941,9.21,789.08104,8563.47246
2014,1,Alaska,328661,16.32,98.11932,601.22718
2014,1,Illinois,5741313,8.86,1175.97611,13272.31107
2014,1,Indiana,3155569,8.86,899.82061,10151.40574
2014,1,Iowa,1575065,7.73,339.90423,4396.36082
2014,1,Maine,799841,13.75,154.05383,1120.63866
2014,1,Maryland,2487869,12.1,759.91105,6278.41079
2014,1,Massachusetts,3126066,15.72,788.97244,5018.43666
2014,1,South Atlantic,29875874,9.94,7389.97176,74313.02641
2014,1,East South Central,9480299,8.91,2698.44875,30270.84204
2014,1,Kansas,1471504,9.51,342.35066,3600.38342
2014,1,Kentucky,2244946,8.21,637.58224,7762.81997
2014,1,Louisiana,2328021,7.51,590.70614,7870.59962
2014,1,California,15060078,13.86,2915.6244,21034.00821
2014,1,Colorado,2559022,9.52,430.42914,4522.39406
2014,1,Connecticut,1611301,17.18,478.52168,2785.95982
2014,1,Delaware,458279,11.54,123.61124,1071.15343
2014,1,District of Columbia,265086,12.49,125.54339,1004.9068
2014,1,Florida,9831321,10.59,1881.42998,17763.95226
2014,1,Arizona,2983605,9.27,514.50076,5549.41889
2014,1,Arkansas,1519536,7.24,308.10378,4254.63962
2014,1,Pacific Contiguous,20261727,11.45,3981.28259,34779.02929
2014,1,Pacific Noncontiguous,813632,26.2,357.95671,1366.28038
2014,1,Hawaii,484971,33.96,259.83739,765.05319
2014,1,Idaho,817065,7.63,157.4272,2064.37369
2014,1,Utah,1123054,7.66,197.29182,2574.18527
2014,1,Vermont,363362,14.47,77.78255,537.68798
2014,1,Virginia,3715170,8.82,998.5379,11326.84624
2014,1,Washington,3286060,7.29,671.38319,9215.37054
2014,1,West Virginia,1017570,7.84,276.17873,3524.42687
2014,1,Wisconsin,2982202,10.28,662.32651,6442.93069
2014,1,Wyoming,333475,7.49,117.49924,1568.44075
2014,1,New England,7112274,15.8,1768.58288,11195.69897
2014,1,Middle Atlantic,18070990,13.71,4657.64239,33981.3661
2014,2,West North Central,10686094,8.58,2229.39422,25971.62149
2014,2,South Atlantic,30064752,10.12,6571.62047,64953.53489
2014,2,East South Central,9485309,8.99,2522.99228,28062.67232
2014,2,West South Central,17431996,8.44,3945.40311,46742.60228
2014,2,Minnesota,2628828,9.49,545.61079,5750.71109
2014,2,Mississippi,1495386,9.35,406.50066,4347.91624
2014,2,Missouri,3105017,8.15,612.64836,7513.4489
2014,2,Montana,590360,8.52,106.12593,1246.25208
2014,2,New England,7111154,16.35,1704.22677,10425.84797
2014,2,Middle Atlantic,18077722,14.4,4602.44897,31971.48889
2014,2,East North Central,22205166,9.72,4704.4004,48388.2398
2014,2,Colorado,2559596,9.69,394.04042,4068.5163
2014,2,Connecticut,1610692,17.73,467.19511,2635.43642
2014,2,Delaware,458875,11.76,116.96481,994.18095
2014,2,District of Columbia,264988,12.75,112.34192,880.82342
2014,2,Florida,10006108,10.86,1848.25876,17015.85623
2014,2,Georgia,4678214,9.91,1071.74213,10819.44551
2014,2,Hawaii,484889,33.54,242.93639,724.36415
2014,2,Idaho,817135,7.58,134.04672,1768.62154
2014,2,Illinois,5748540,9.23,1110.43963,12026.58071
2014,2,Utah,1123192,7.81,174.48516,2235.08437
2014,2,Nevada,1266056,9.11,210.00593,2305.11285
2014,2,New Hampshire,714040,15.86,161.50103,1017.98815
2014,2,New Jersey,3978216,14.34,849.77888,5925.42971
2014,2,New Mexico,1014522,8.99,156.44797,1740.2904
2014,2,New York,8101326,17.81,2261.90618,12699.45635
2014,2,Nebraska,1019106,8.15,207.52067,2545.60465
2014,2,Mountain,10688292,8.88,1741.61592,19620.99075
2014,2,Pacific Contiguous,19702604,11.31,3568.7584,31548.19792
2014,2,North Carolina,4938534,9.59,1055.9766,11006.44704
2014,2,North Dakota,430707,8.13,135.83106,1669.93401
2014,2,Ohio,5526295,9.54,1234.79073,12948.55352
2014,2,Oklahoma,1992577,7.95,388.01183,4882.37106
2014,2,Pacific Noncontiguous,813015,26.4,331.5383,1255.93672
2014,2,U.S. Total,146266104,10.33,31922.39881,308941.13303
2014,2,Louisiana,2328350,7.71,591.12083,7670.18597
2014,2,Pennsylvania,5998180,11.17,1490.76391,13346.60282
2014,2,Rhode Island,497628,17.6,104.97556,596.4398
2014,2,South Carolina,2493088,9.68,630.72211,6513.43275
2014,2,South Dakota,455522,8.79,100.17327,1140.1517
2014,2,Tennessee,3218985,9.21,870.41508,9451.35272
2014,2,Texas,11591956,8.85,2662.44512,30082.50021
2014,2,Indiana,3153339,9.04,835.44077,9244.67039
2014,2,Iowa,1573230,7.71,315.47035,4089.25437
2014,2,Kansas,1473684,9.57,312.13972,3262.51677
2014,2,Kentucky,2245363,8.27,573.75219,6941.22889
2014,2,Alabama,2525575,9.18,672.32434,7322.17446
2014,2,Alaska,328126,16.67,88.60192,531.57257
2014,2,Arizona,2984818,9.46,451.93262,4775.09946
2014,2,Arkansas,1519113,7.4,303.82533,4107.54504
2014,2,California,14523185,13.65,2556.79408,18727.999
2014,2,Vermont,363180,14.7,69.61606,473.57482
2014,2,Virginia,3717696,8.78,839.31561,9554.44684
2014,2,Washington,3265341,7.43,641.54972,8636.5036
2014,2,West Virginia,1017820,7.92,227.98437,2879.0492
2014,2,Wisconsin,2970812,10.6,615.13524,5803.76466
2014,2,Wyoming,332613,7.73,114.53118,1482.01374
2014,2,Oregon,1914078,8.85,370.4146,4183.69532
2014,2,Maine,800001,13.81,134.35455,972.86425
2014,2,Maryland,2489429,12.63,668.31416,5289.85296
2014,2,Massachusetts,3125613,16.21,766.58445,4729.54454
2014,2,Michigan,4806180,10.86,908.59403,8364.67052
2014,3,West North Central,10687336,8.85,2220.09837,25078.69051
2014,3,South Atlantic,30116081,9.94,6384.16868,64234.76542
2014,3,East South Central,9494706,9.09,2325.52311,25588.70764
2014,3,West South Central,17507298,8.46,3748.01571,44323.72887
2014,3,New England,7099988,16.02,1641.62957,10245.28913
2014,3,Middle Atlantic,18083083,13.88,4367.81567,31470.77998
2014,3,East North Central,22219658,9.69,4713.54987,48619.39629
2014,3,New Mexico,1016080,9.21,160.24248,1739.12325
2014,3,New York,8093991,17.08,2076.31285,12154.72548
2014,3,Delaware,458927,11.12,109.23071,981.93591
2014,3,District of Columbia,265307,12.14,112.33109,925.40922
2014,3,Florida,10047122,10.7,1758.64447,16431.37771
2014,3,Georgia,4682156,9.72,1009.53439,10381.63763
2014,3,Hawaii,485432,34.7,262.41285,756.22802
2014,3,Nebraska,1021078,8.75,218.63223,2498.78561
2014,3,Ohio,5527379,9.5,1226.66899,12906.19179
2014,3,Oklahoma,1995595,7.86,377.27957,4799.88892
2014,3,Oregon,1917682,8.69,341.00742,3924.95707
2014,3,North Carolina,4940556,9.32,1022.47575,10972.25911
2014,3,North Dakota,431790,8.06,129.84858,1610.61847
2014,3,Pennsylvania,6005437,10.65,1395.40796,13098.49975
2014,3,Rhode Island,500060,16.0,107.89421,674.395
2014,3,Mountain,10706174,8.9,1794.70886,20176.30737
2014,3,Louisiana,2333149,7.94,534.28587,6728.78723
2014,3,Maine,800158,13.97,146.1936,1046.22162
2014,3,Maryland,2490369,12.31,662.0872,5376.79575
2014,3,Massachusetts,3113971,15.84,737.72718,4656.91033
2014,3,Michigan,4801728,11.02,973.62108,8832.70775
2014,3,Minnesota,2621794,9.6,567.26032,5906.54437
2014,3,Mississippi,1497835,9.53,365.03212,3831.53112
2014,3,Missouri,3108630,8.36,575.78371,6885.14189
2014,3,Montana,600390,8.7,108.13923,1242.52646
2014,3,Nevada,1264490,9.15,221.5255,2420.54444
2014,3,New Hampshire,714503,15.83,143.90907,909.3029
2014,3,Pacific Contiguous,20282858,11.29,3537.07207,31342.31881
2014,3,Pacific Noncontiguous,814288,27.06,354.01494,1308.20413
2014,3,U.S. Total,147011470,10.28,31086.59685,302388.18814
2014,3,Virginia,3717871,8.87,858.09192,9675.50649
2014,3,Washington,3291697,7.29,614.0522,8423.10399
2014,3,West Virginia,1017512,7.78,229.87573,2955.09409
2014,3,Illinois,5769679,9.23,1096.59652,11887.27332
2014,3,Indiana,3152161,8.92,812.16767,9100.91653
2014,3,Iowa,1576022,8.13,318.60601,3917.02674
2014,3,Kansas,1471684,9.91,313.56634,3165.65361
2014,3,Kentucky,2244147,8.2,541.58199,6603.25782
2014,3,Idaho,817966,7.63,130.85184,1714.21869
2014,3,Arizona,2985431,9.27,471.24612,5083.18808
2014,3,Arkansas,1516651,7.53,285.29232,3787.50857
2014,3,California,15073479,13.59,2582.01246,18994.25775
2014,3,Connecticut,1607378,17.55,433.8557,2472.28432
2014,3,Wisconsin,2968711,10.26,604.49561,5892.30691
2014,3,Wyoming,333215,7.83,111.31193,1422.00006
2014,3,Colorado,2564195,9.64,408.35947,4236.38457
2014,3,Alabama,2527601,9.03,638.93312,7073.89548
2014,3,Alaska,328856,16.6,91.60209,551.97612
2014,3,South Carolina,2496261,9.52,621.89742,6534.74951
2014,3,South Dakota,456338,8.8,96.40119,1094.91981
2014,3,Tennessee,3225123,9.65,779.97588,8080.02322
2014,3,Texas,11661903,8.79,2551.15795,29007.54416
2014,3,Utah,1124407,7.9,183.0323,2318.32183
2014,3,Vermont,363918,14.82,72.04982,486.17496
2014,3,New Jersey,3983655,14.41,896.09487,6217.55474
2014,4,Maine,800524,12.28,115.69404,941.86035
2014,4,Maryland,2491245,12.05,531.78095,4413.56797
2014,4,Florida,10042425,10.53,1761.74693,16723.65889
2014,4,East South Central,9491125,8.94,2039.51269,22815.76764
2014,4,West South Central,17467719,8.41,3530.87181,41981.33321
2014,4,Mountain,10698401,9.02,1805.72424,20010.71431
2014,4,Pacific Contiguous,20288163,10.25,3180.11143,31033.50078
2014,4,Pacific Noncontiguous,809042,26.78,331.08485,1236.47256
2014,4,Wyoming,332960,7.7,102.6588,1333.56937
2014,4,New England,7109985,15.43,1409.24263,9132.90367
2014,4,Middle Atlantic,18087596,12.87,3595.82757,27932.43735
2014,4,East North Central,22198973,9.67,4070.35411,42085.10596
2014,4,West North Central,10703998,8.82,1955.6634,22164.03302
2014,4,South Atlantic,30117209,9.87,5677.99947,57501.39842
2014,4,Hawaii,486147,33.53,249.23558,743.32971
2014,4,Ohio,5524548,9.44,1028.16351,10887.33928
2014,4,Oklahoma,1996036,8.02,345.20433,4305.01227
2014,4,Oregon,1916616,8.52,313.13551,3673.9344
2014,4,Pennsylvania,6005911,10.11,1148.54446,11356.80894
2014,4,Georgia,4684437,9.56,911.8045,9536.74277
2014,4,Massachusetts,3129821,15.33,629.25167,4105.68304
2014,4,Michigan,4802099,10.84,845.6046,7799.97263
2014,4,Minnesota,2635973,9.31,489.52128,5256.94091
2014,4,Mississippi,1498448,9.43,333.1889,3533.15044
2014,4,Missouri,3105264,8.48,490.41685,5785.47593
2014,4,Montana,594943,8.26,94.55254,1144.04596
2014,4,Nebraska,1022781,8.58,190.91952,2225.07442
2014,4,Nevada,1265918,9.09,224.15852,2464.84734
2014,4,New Hampshire,714632,15.24,131.70898,864.42303
2014,4,New Jersey,3989523,13.67,732.48752,5358.55758
2014,4,New Mexico,1017269,9.19,159.01647,1731.16857
2014,4,Idaho,818918,7.57,128.81418,1702.59236
2014,4,Illinois,5747883,9.21,939.97284,10210.8658
2014,4,New York,8092162,15.29,1714.7956,11217.07083
2014,4,North Carolina,4942464,9.34,867.1156,9285.05196
2014,4,North Dakota,433288,8.2,120.42147,1469.37725
2014,4,Alabama,2526883,8.82,563.13435,6388.39677
2014,4,Alaska,322895,16.6,81.84926,493.14285
2014,4,Arizona,2974403,9.79,519.66702,5306.98304
2014,4,Arkansas,1517496,7.7,257.39607,3342.74329
2014,4,California,15084080,11.74,2330.59982,19847.00878
2014,4,Colorado,2568949,9.87,399.51091,4047.6894
2014,4,South Dakota,455249,8.85,87.03185,983.39159
2014,4,Tennessee,3223431,9.48,687.30187,7250.22745
2014,4,Texas,11619915,8.55,2379.82362,27846.93409
2014,4,Utah,1125041,7.78,177.3458,2279.81828
2014,4,Indiana,3147031,8.94,702.48714,7856.04074
2014,4,Iowa,1575484,8.13,295.72624,3638.65675
2014,4,Kansas,1475959,10.04,281.62619,2805.11617
2014,4,Vermont,362071,14.72,62.57213,425.15025
2014,4,Virginia,3718084,8.86,687.03059,7753.93608
2014,4,Washington,3287467,7.14,536.3761,7512.5576
2014,4,West Virginia,1016062,7.77,182.13406,2345.0494
2014,4,Wisconsin,2977412,10.39,554.12602,5330.88752
2014,4,Kentucky,2242363,8.08,455.88758,5643.99297
2014,4,Louisiana,2334272,8.46,548.44779,6486.64356
2014,4,U.S. Total,146972211,10.0,27596.3922,275893.66693
2014,4,Rhode Island,499295,15.68,89.09561,568.17443
2014,4,Connecticut,1603642,17.1,380.9202,2227.61257
2014,4,Delaware,459334,11.28,96.26449,853.33262
2014,4,District of Columbia,265309,11.89,101.83571,856.45812
2014,4,South Carolina,2497849,9.39,538.28663,5733.60063
2014,5,District of Columbia,264706,12.29,109.47611,891.01742
2014,5,South Carolina,2500096,9.46,609.20715,6440.91068
2014,5,Minnesota,2628872,9.28,490.51886,5284.23055
2014,5,Mississippi,1498095,9.44,343.72216,3640.97295
2014,5,Rhode Island,500198,15.17,87.02547,573.64533
2014,5,Pacific Noncontiguous,821805,27.96,353.9413,1265.80219
2014,5,U.S. Total,147103136,10.21,29753.34038,291420.86896
2014,5,New Hampshire,716862,15.19,123.96568,816.04373
2014,5,New Jersey,3995116,13.54,723.70325,5345.17492
2014,5,New Mexico,1018958,9.35,174.16421,1863.49646
2014,5,New York,8093716,15.47,1726.25007,11156.84592
2014,5,Missouri,3104435,9.59,606.49879,6322.41559
2014,5,Montana,596416,8.38,89.65025,1069.28148
2014,5,Nebraska,1024133,8.55,198.833,2326.4984
2014,5,Nevada,1272876,9.18,272.50754,2967.46121
2014,5,East North Central,22190648,9.7,4316.50515,44510.07637
2014,5,West Virginia,1013985,7.58,184.91822,2439.1864
2014,5,Iowa,1578996,7.76,289.34145,3730.39045
2014,5,Kansas,1479981,10.18,323.46818,3176.26036
2014,5,Wisconsin,2982114,10.44,561.92213,5383.53737
2014,5,Wyoming,333710,7.73,110.25196,1427.09632
2014,5,New England,7155377,14.99,1343.2358,8958.1465
2014,5,Middle Atlantic,18093873,12.82,3525.79954,27504.52969
2014,5,West North Central,10708750,9.11,2107.47175,23127.47643
2014,5,South Atlantic,30130206,9.87,6239.00599,63231.2782
2014,5,Florida,10051686,10.62,1989.94327,18744.32993
2014,5,Vermont,363293,14.75,61.73172,418.46169
2014,5,Virginia,3718095,8.85,743.954,8402.49048
2014,5,Washington,3304347,6.96,491.56467,7066.61839
2014,5,South Dakota,458321,9.07,82.51695,910.02505
2014,5,Tennessee,3228829,9.32,674.18154,7234.01996
2014,5,Texas,11639329,8.55,2591.55418,30309.12002
2014,5,Colorado,2570393,9.97,423.25188,4246.86874
2014,5,California,15083154,14.47,2997.29378,20712.60859
2014,5,Georgia,4683349,9.77,1034.21495,10590.89019
2014,5,Hawaii,486468,33.88,269.26704,794.85896
2014,5,Idaho,820210,7.6,144.83967,1906.26744
2014,5,Illinois,5739781,9.29,1020.04997,10983.53919
2014,5,Indiana,3144970,8.88,735.54442,8287.57338
2014,5,Alabama,2527784,9.13,643.02726,7040.45563
2014,5,Alaska,335337,17.98,84.67427,470.94323
2014,5,Arizona,2966784,10.62,678.69031,6389.12127
2014,5,Utah,1125951,8.42,201.34062,2392.04187
2014,5,Kentucky,2243034,8.15,495.45084,6076.47071
2014,5,Louisiana,2336272,8.57,580.94151,6778.65607
2014,5,Maine,798421,12.15,111.23338,915.3898
2014,5,Maryland,2492020,11.76,542.10034,4611.39693
2014,5,East South Central,9497742,8.99,2156.3818,23991.91925
2014,5,West South Central,17489745,8.45,3818.11123,45184.4528
2014,5,Mountain,10705298,9.41,2094.69644,22261.63477
2014,5,Pacific Contiguous,20309692,12.1,3798.19139,31385.55277
2014,5,Connecticut,1598265,16.67,363.96165,2182.97413
2014,5,Delaware,459586,10.86,89.50239,824.46411
2014,5,Pennsylvania,6005041,9.78,1075.84622,11002.50885
2014,5,Massachusetts,3178338,14.69,595.31789,4051.63181
2014,5,Michigan,4810894,10.93,900.33703,8238.55457
2014,5,North Carolina,4946683,9.1,935.68957,10286.59206
2014,5,North Dakota,434012,8.44,116.29453,1377.65603
2014,5,Ohio,5512889,9.46,1098.65161,11616.87186
2014,5,Oklahoma,1996334,8.03,388.68476,4837.78211
2014,5,Oregon,1922191,8.58,309.33294,3606.32579
2014,5,Arkansas,1517810,7.88,256.93078,3258.89459
2014,6,U.S. Total,147211584,10.75,34710.24391,322791.97998
2014,6,North Dakota,435023,9.17,116.0675,1266.31682
2014,6,Ohio,5517391,10.14,1306.55598,12880.22591
2014,6,Oklahoma,2000101,8.67,479.23658,5525.52322
2014,6,South Atlantic,30196470,10.26,7244.24156,70591.52575
2014,6,East South Central,9515620,9.51,2581.54184,27145.79938
2014,6,West South Central,17521594,8.98,4660.98487,51915.99122
2014,6,Mountain,10711675,10.03,2513.2636,25058.69514
2014,6,Pacific Contiguous,20310397,13.25,4399.08032,33195.67951
2014,6,Pacific Noncontiguous,822320,28.39,350.65637,1234.99847
2014,6,Connecticut,1628052,16.93,388.36082,2294.33634
2014,6,Delaware,460079,11.25,106.25493,944.38106
2014,6,District of Columbia,263679,11.85,116.2038,980.34226
2014,6,Florida,10075475,10.84,2200.92434,20309.58563
2014,6,Georgia,4701615,10.69,1285.18149,12022.40276
2014,6,Oregon,1920870,8.51,306.00034,3595.55063
2014,6,Pennsylvania,6002843,10.2,1182.63288,11599.58619
2014,6,Rhode Island,499959,14.25,90.16364,632.89667
2014,6,South Carolina,2508013,9.91,721.84499,7284.27519
2014,6,South Dakota,456964,9.44,88.10716,933.66117
2014,6,Tennessee,3235170,9.93,834.37892,8404.69764
2014,6,Texas,11587761,9.2,3191.4348,34707.24656
2014,6,Utah,1126791,9.09,238.13709,2618.94661
2014,6,Vermont,364371,14.84,65.32327,440.10958
2014,6,Virginia,3722695,9.26,883.05193,9537.10693
2014,6,Washington,3281739,6.8,473.96394,6970.47154
2014,6,Alabama,2534603,9.75,770.92175,7907.46159
2014,6,Alaska,335835,18.47,85.39568,462.41728
2014,6,Arizona,2966610,10.91,844.52804,7738.94193
2014,6,Arkansas,1591551,8.31,320.97737,3861.54514
2014,6,California,15107788,15.99,3619.11604,22629.65735
2014,6,Colorado,2573151,10.81,478.82566,4429.29051
2014,6,Hawaii,486485,34.33,265.26069,772.58119
2014,6,Idaho,820625,8.19,187.44377,2289.84548
2014,6,Illinois,5749673,9.51,1163.06112,12223.6124
2014,6,Indiana,3145818,9.11,830.35418,9110.92624
2014,6,Iowa,1577414,8.43,330.64725,3921.374
2014,6,Kansas,1479177,10.48,382.11409,3647.68651
2014,6,Kentucky,2242946,8.43,563.36479,6682.10082
2014,6,Louisiana,2342181,8.56,669.33612,7821.67629
2014,6,Maine,801575,11.91,110.36493,926.39388
2014,6,West Virginia,1014326,7.65,197.23875,2577.2552
2014,6,Wisconsin,2981379,10.98,632.32504,5757.44649
2014,6,Wyoming,331679,7.83,101.20067,1293.13341
2014,6,New England,7126273,15.07,1430.30932,9488.54284
2014,6,Middle Atlantic,18100001,13.59,4105.41111,30208.32992
2014,6,East North Central,22188407,10.13,4954.31658,48922.39364
2014,6,North Carolina,4959567,9.52,1104.90368,11605.32154
2014,6,Minnesota,2641212,10.02,558.34188,5574.07251
2014,6,Mississippi,1502901,9.95,412.87638,4151.53933
2014,6,Missouri,3103637,10.63,766.97273,7214.61733
2014,6,Montana,598608,8.48,89.93121,1060.98976
2014,6,Nebraska,1025400,9.23,228.18774,2472.29578
2014,6,Nevada,1274452,10.06,356.69068,3545.39408
2014,6,Maryland,2491021,11.79,628.63765,5330.85519
2014,6,Massachusetts,3115074,14.91,650.44848,4361.26178
2014,6,Michigan,4794146,11.42,1022.02025,8950.1826
2014,6,West North Central,10718827,9.87,2470.43836,25030.02411
2014,6,New Hampshire,717242,15.07,125.64819,833.54458
2014,6,New Jersey,3998455,14.22,933.63263,6563.9107
2014,6,New Mexico,1019759,10.4,216.50648,2082.15337
2014,6,New York,8098703,16.51,1989.14561,12044.83303
2014,7,Alabama,2543766,9.81,828.57996,8442.19332
2014,7,Alaska,336607,18.61,88.43238,475.16565
2014,7,Arizona,2973522,11.12,968.89619,8709.91612
2014,7,North Carolina,4979928,9.69,1204.22092,12422.60648
2014,7,North Dakota,437058,9.01,126.34458,1402.56074
2014,7,South Atlantic,30300682,10.38,7914.92903,76246.17836
2014,7,East South Central,9542087,9.6,2794.98629,29119.10416
2014,7,Arkansas,1602965,8.53,373.2186,4376.91432
2014,7,Florida,10114215,10.77,2391.4968,22198.92947
2014,7,Georgia,4723988,10.79,1404.64079,13020.59505
2014,7,Hawaii,486643,33.95,282.88886,833.2788
2014,7,Idaho,822549,8.42,213.92763,2541.17272
2014,7,Illinois,5743803,9.48,1200.55524,12660.73749
2014,7,Indiana,3147679,9.29,863.32932,9290.61458
2014,7,Iowa,1581613,9.09,367.90024,4047.82549
2014,7,New England,7132777,15.09,1689.03909,11192.87424
2014,7,Middle Atlantic,18093946,13.96,4813.52499,34489.53392
2014,7,East North Central,22202425,10.17,5106.58358,50209.95325
2014,7,West North Central,10753968,10.13,2725.23615,26913.59924
2014,7,Maryland,2490386,11.81,685.41674,5804.92906
2014,7,Massachusetts,3125447,15.03,771.38723,5131.74877
2014,7,Michigan,4806541,11.34,1029.98461,9086.28393
2014,7,Minnesota,2646990,10.04,598.82058,5965.70671
2014,7,Mississippi,1511114,10.04,465.08859,4630.91012
2014,7,Wisconsin,2987151,10.98,660.70111,6016.60544
2014,7,Wyoming,334418,7.76,116.63075,1502.23152
2014,7,California,15374460,17.05,4371.19903,25635.58041
2014,7,Colorado,2574190,10.82,553.59837,5114.13873
2014,7,Ohio,5517251,10.28,1352.0133,13155.71181
2014,7,Oklahoma,2007781,8.94,521.3817,5829.42822
2014,7,Oregon,1924431,8.77,365.13248,4164.72302
2014,7,Missouri,3108537,10.66,813.63184,7630.06437
2014,7,Montana,600226,8.75,99.92743,1142.48949
2014,7,Nebraska,1028660,10.09,290.81514,2881.88369
2014,7,Nevada,1274026,11.08,447.80065,4042.17183
2014,7,Washington,3309235,7.09,516.12744,7282.83036
2014,7,West Virginia,1013903,7.59,200.07264,2636.21232
2014,7,South Dakota,458583,9.58,96.70931,1009.6561
2014,7,Connecticut,1627896,16.66,458.91614,2754.11027
2014,7,Delaware,460922,11.39,124.26939,1090.80401
2014,7,District of Columbia,264376,11.41,126.63786,1109.9798
2014,7,Pennsylvania,6001857,10.35,1325.4251,12808.97023
2014,7,Rhode Island,499568,14.37,112.1146,780.00094
2014,7,South Carolina,2519497,10.15,785.14825,7735.57
2014,7,New Hampshire,712584,14.82,144.65505,975.77949
2014,7,New Jersey,4000439,14.67,1145.88191,7809.62536
2014,7,New Mexico,1019647,10.79,244.58491,2266.13646
2014,7,New York,8091650,16.89,2342.21797,13870.93833
2014,7,West South Central,17676223,9.14,5172.29238,56561.01428
2014,7,Mountain,10725948,10.3,2926.61069,28400.14893
2014,7,Pacific Contiguous,20608126,14.16,5252.45896,37083.13379
2014,7,Pacific Noncontiguous,823250,28.38,371.32124,1308.44444
2014,7,U.S. Total,147859432,11.03,38766.98241,351523.98462
2014,7,Kansas,1492527,10.84,431.01446,3975.90213
2014,7,Kentucky,2245057,8.49,587.17657,6916.83874
